storeNumber,opening_times
54169-282346,6:00:00
11202-100577,4:30:00
19636-199726,9:00:00
19909-202326,8:00:00
17951-181049,8:00:00
13476-194764,5:00:00
60965-295063,6:00:00
61566-294576,5:00:00
22093-214386,4:30:00
50495-271764,4:30:00
19906-96188,4:30:00
29387-250640,4:30:00
23660-230988,6:00:00
9777-95442,4:30:00
17542-181051,8:00:00
79214-98708,7:00:00
59282-292369,5:00:00
50831-268424,5:00:00
54058-285986,6:00:00
8824-93269,4:30:00
73575-80150,6:00:00
74999-101170,6:00:00
75837-98396,6:00:00
24094-234445,7:00:00
21282-204244,6:00:00
76613-101790,8:00:00
20877-208284,8:00:00
18624-187364,5:00:00
66228-298676,10:00:00
75532-49539,7:00:00
75430-103330,7:15:00
58837-292006,6:30:00
73297-21766,7:00:00
4138-141304,6:00:00
57623-290761,5:30:00
16609-166204,5:00:00
5733-7667,5:30:00
5608-1547,5:00:00
13259-104958,5:00:00
73284-21765,7:00:00
19056-197845,8:00:00
73551-60979,7:00:00
19174-173264,5:00:00
22069-102522,6:00:00
6442-45899,5:30:00
50626-274664,5:00:00
17413-168644,5:00:00
21911-215965,5:30:00
73652-82296,6:00:00
14922-146049,6:00:00
10058-99376,6:00:00
73421-21642,6:00:00
6611-63859,5:00:00
17207-179887,6:00:00
51986-280265,6:00:00
32637-132846,6:00:00
16420-119570,6:00:00
49848-271374,5:00:00
51049-277039,6:00:00
19251-199824,6:00:00
50312-273365,6:00:00
1362-140065,6:00:00
22782-224833,6:00:00
16194-161526,6:00:00
2096-142846,6:00:00
1895-139066,5:00:00
25659-236934,6:00:00
49221-267548,6:00:00
27199-246913,0:00:00
33905-12648,7:30:00
31981-114992,9:00:00
33958-98092,10:00:00
31462-254568,10:00:00
15524-193325,8:30:00
16226-169665,10:00:00
28251-250642,8:30:00
30702-101569,10:00:00
33907-237935,7:00:00
33942-93901,9:30:00
33944-94464,10:00:00
33946-94857,9:30:00
50376-274504,9:00:00
33917-39460,8:30:00
16719-174805,10:00:00
1915-139106,10:00:00
16340-164364,10:00:00
29788-255372,8:00:00
33904-13360,9:00:00
15577-163164,9:00:00
1923-137105,9:30:00
28255-250643,8:00:00
25161-238184,10:00:00
30897-261613,10:00:00
21233-210285,9:00:00
1899-139886,6:00:00
32762-137815,8:00:00
31426-107047,10:00:00
47928-260550,10:00:00
3059-136398,10:00:00
18241-173545,6:30:00
31777-115328,10:00:00
33953-222728,7:00:00
47836-260028,10:00:00
17454-177446,7:00:00
17444-158465,8:30:00
27915-249188,10:00:00
31111-105258,9:00:00
16720-174806,10:00:00
18283-189684,10:00:00
23673-216288,10:00:00
31341-106381,9:00:00
31342-106289,8:00:00
47722-259544,6:00:00
31754-109644,8:30:00
18213-188744,8:00:00
32542-132944,8:00:00
32541-135925,8:00:00
32698-135946,6:00:00
33949-95052,10:00:00
32480-225566,10:00:00
33954-145784,0:00:00
21229-210286,0:00:00
6013-242485,0:00:00
3082-137817,9:00:00
32256-108271,9:00:00
31798-111244,5:00:00
17883-176424,9:00:00
31076-104740,7:00:00
31809-293629,7:00:00
17250-180648,8:30:00
32114-114994,10:00:00
33840-96678,7:00:00
33826-62821,7:30:00
33833-66322,7:30:00
61404-295845,7:30:00
33804-12935,6:30:00
30824-101424,6:30:00
33815-28647,8:00:00
33803-11358,8:00:00
65650-300133,8:00:00
33806-12934,7:30:00
63822-298541,7:00:00
33824-51680,7:00:00
31375-106771,7:00:00
33807-12937,8:00:00
30740-101242,7:00:00
60669-295073,7:00:00
33837-78193,8:00:00
33841-98093,9:00:00
31118-103652,7:00:00
59158-293372,7:00:00
65374-299722,7:00:00
31394-105643,8:00:00
33808-12936,6:30:00
33835-70721,7:00:00
33844-95994,8:00:00
33842-97882,7:30:00
34338-97883,7:00:00
34256-44279,9:00:00
31442-105360,7:00:00
34277-76400,7:00:00
1361-133893,9:00:00
34283-77600,7:00:00
38605-97776,6:30:00
18166-183524,7:00:00
17581-181366,9:00:00
29904-255804,6:30:00
51910-280064,10:00:00
27031-243804,10:00:00
1381-140066,9:00:00
32649-137226,9:00:00
17497-181365,9:00:00
52898-283591,8:00:00
8082-143265,8:00:00
51192-277444,7:00:00
29962-256052,9:00:00
32620-136517,6:30:00
32585-277761,6:00:00
33220-15274,6:00:00
53954-286202,6:30:00
21553-204985,6:00:00
30617-286366,6:30:00
33253-77500,7:00:00
31998-288381,7:00:00
33218-15035,7:00:00
31613-107387,6:00:00
21856-215884,7:00:00
33212-12416,6:30:00
33217-14972,6:30:00
26982-246350,9:00:00
29611-254570,6:30:00
33281-98455,7:00:00
29121-252584,6:00:00
32611-136555,8:00:00
56142-286816,7:00:00
27194-246928,9:00:00
47163-256967,8:30:00
15374-157644,10:00:00
25079-237918,9:00:00
57760-291890,7:00:00
1375-237920,8:00:00
15768-164605,8:30:00
55934-289796,7:00:00
30809-101041,9:00:00
25019-232024,7:00:00
55232-289089,8:00:00
20192-244124,7:00:00
28750-251046,7:30:00
51219-277724,7:00:00
3105-129884,7:00:00
48516-263624,9:00:00
16799-173486,7:00:00
21153-207144,5:30:00
21864-215551,7:00:00
51823-267814,7:00:00
2122-140666,7:30:00
15765-164584,8:00:00
2125-138052,7:00:00
34226-27147,8:00:00
34305-68841,0:00:00
34212-15555,8:30:00
34331-98241,7:00:00
31305-101641,8:00:00
34293-81442,8:00:00
3111-136461,7:00:00
30680-99670,7:00:00
32573-122097,9:00:00
32628-133131,7:00:00
34257-65747,6:00:00
31001-102140,8:30:00
34288-79327,6:00:00
3514-141026,8:00:00
34263-65740,6:30:00
31597-107026,6:00:00
34224-27368,6:00:00
31017-102141,6:00:00
1946-138704,7:00:00
32477-133132,6:00:00
31282-103422,16:00:00
30682-180587,9:00:00
34232-44299,6:00:00
31409-105581,7:00:00
34273-73460,6:30:00
34255-62699,6:00:00
34214-27367,8:30:00
31520-107038,9:00:00
18757-193708,7:00:00
34272-62543,6:45:00
9108-65743,9:00:00
32226-113426,7:00:00
34299-78933,9:00:00
34294-79845,7:00:00
34269-144164,9:00:00
34276-77601,7:00:00
30953-100390,6:30:00
32355-120744,9:00:00
30747-102770,6:00:00
50658-275345,9:30:00
32791-135544,16:00:00
32318-116001,7:00:00
31542-107105,8:00:00
31429-102231,6:30:00
31306-100392,8:00:00
1473-136503,7:30:00
33737-87883,6:00:00
20060-202665,6:30:00
30714-101101,8:30:00
33746-96051,8:30:00
33755-99308,6:00:00
28737-250875,7:30:00
31107-104476,7:00:00
3154-296670,10:30:00
25904-242706,0:00:00
53249-284046,7:00:00
20069-202164,6:30:00
27192-246869,6:30:00
18776-195209,0:00:00
54791-288503,0:00:00
54790-288505,6:30:00
18775-255865,4:30:00
54792-288504,4:00:00
31820-123524,9:00:00
47915-260265,7:00:00
32431-134825,7:00:00
33709-15178,6:00:00
50062-272467,6:00:00
26451-230784,7:00:00
33749-96437,10:00:00
33702-295613,9:00:00
49374-267968,6:30:00
1477-140950,7:00:00
32038-129624,11:00:00
23396-229764,7:00:00
50094-272708,8:00:00
48751-264825,8:00:00
27079-246487,7:30:00
53795-286015,8:00:00
1967-136510,9:00:00
32022-129646,7:30:00
33761-285878,11:00:00
33754-97972,8:00:00
26558-244424,7:00:00
1526-135685,10:30:00
51675-278965,7:00:00
29561-254287,6:00:00
30726-101017,6:00:00
33744-95479,6:00:00
18046-188445,6:00:00
32183-131672,8:00:00
25905-242705,8:00:00
23817-233151,6:30:00
23818-233150,9:00:00
3152-136561,0:00:00
31109-103519,0:00:00
30773-96577,8:00:00
31987-123584,9:00:00
49620-270144,8:00:00
33715-29356,7:30:00
32293-135684,8:00:00
33750-296321,9:00:00
23182-228364,7:00:00
49018-266307,8:30:00
48536-263584,0:00:00
32103-131326,7:00:00
33731-80440,11:00:00
53427-285587,11:00:00
48634-259668,6:30:00
21111-209424,7:30:00
33713-146284,11:00:00
17430-181871,7:00:00
33734-83811,7:30:00
21813-215327,4:30:00
48161-259669,6:30:00
30887-102551,7:00:00
33723-58139,6:30:00
30791-102083,6:30:00
21903-216325,11:00:00
20245-200745,9:30:00
27916-248931,7:00:00
50564-275104,7:30:00
18432-188444,8:00:00
30797-100558,10:30:00
28738-250876,10:30:00
52316-281066,10:30:00
47919-260264,7:00:00
20815-207466,6:00:00
27326-247165,6:30:00
33752-97121,7:00:00
30941-103081,7:00:00
47713-259385,8:00:00
51613-278946,8:00:00
25741-242172,10:00:00
25740-242173,10:00:00
31878-124152,7:00:00
21262-204773,7:00:00
31909-124465,7:30:00
21832-215326,9:00:00
49285-267764,8:00:00
31579-113088,7:00:00
6144-297244,10:30:00
26450-240784,6:30:00
21254-210349,10:00:00
31819-120544,7:30:00
18711-194484,9:00:00
17012-169624,7:00:00
19175-188465,7:00:00
32370-133125,8:15:00
32688-293494,8:15:00
28106-246667,9:30:00
28858-251646,0:00:00
26519-244492,8:30:00
26981-246365,8:00:00
54950-288733,8:30:00
29098-252389,0:00:00
29104-252388,7:15:00
59644-293794,10:00:00
25765-242368,10:00:00
47202-257209,9:30:00
58443-292641,0:00:00
31723-112824,9:00:00
21651-213845,9:00:00
31067-103944,9:30:00
60194-294502,7:00:00
58342-292481,8:00:00
50152-273186,8:00:00
47819-259868,8:00:00
60604-294957,10:00:00
57574-291710,8:00:00
22378-220526,8:00:00
49253-267812,7:30:00
31048-103555,12:00:00
58438-292640,8:00:00
47198-257206,8:00:00
50631-275328,7:00:00
31018-278084,7:30:00
27674-248387,9:30:00
51040-276972,8:00:00
31066-103945,10:15:00
31411-106715,8:00:00
60376-294642,9:00:00
51138-277249,9:00:00
16531-172615,10:00:00
55303-289140,7:30:00
60197-294503,7:00:00
56935-290904,7:30:00
48033-261145,9:00:00
57381-291482,8:00:00
57736-291858,7:45:00
25648-241732,8:00:00
58326-292479,7:30:00
29833-255556,6:45:00
28856-251644,10:00:00
23480-230704,0:00:00
47814-259866,6:45:00
54954-288723,12:45:00
58328-292480,7:30:00
31339-104754,10:00:00
55450-289308,8:00:00
25712-242177,9:00:00
48258-262387,7:15:00
48259-262386,7:45:00
49783-271251,10:00:00
58609-292820,8:30:00
50186-273464,7:00:00
51416-278407,8:45:00
58640-292877,8:00:00
57745-291862,7:00:00
57746-291861,7:00:00
31047-103179,10:30:00
19201-198484,8:30:00
54222-286465,9:30:00
31216-104622,7:00:00
18195-166125,9:00:00
60607-294958,8:30:00
24881-239326,9:00:00
31191-104368,0:00:00
54520-286759,9:30:00
56819-290818,9:00:00
47028-256532,8:30:00
15827-165244,8:30:00
59919-294131,10:00:00
30841-101708,7:00:00
61474-295928,8:00:00
49250-267808,8:15:00
49005-266343,9:00:00
20269-204546,9:00:00
27725-248633,8:15:00
3667-144644,6:00:00
29637-254611,6:00:00
53152-282054,9:00:00
53147-282044,8:00:00
53112-282053,5:30:00
53144-281944,7:30:00
53148-282088,7:00:00
53096-282086,7:00:00
53145-281924,7:00:00
53154-282096,7:00:00
57248-291323,10:00:00
53156-282037,7:30:00
53149-281958,8:00:00
53155-282018,9:30:00
53151-281863,8:00:00
29322-253306,7:00:00
62917-296911,7:00:00
53150-281930,7:30:00
53146-282043,9:30:00
25528-241284,6:30:00
53118-282017,6:00:00
57423-291538,6:30:00
53153-281862,8:30:00
53107-282055,9:30:00
53133-281940,8:00:00
53136-282095,10:30:00
56379-290257,10:00:00
58823-293084,9:30:00
53119-282042,8:00:00
56605-290499,6:30:00
58149-292286,6:00:00
12395-84602,6:30:00
50644-275114,6:30:00
12401-85700,7:00:00
12600-98209,6:30:00
16888-176687,6:00:00
20858-208629,6:00:00
12754-137688,6:00:00
12559-96360,6:30:00
59621-293859,7:00:00
12968-140731,6:30:00
12144-16814,6:30:00
12195-33460,6:30:00
12372-78702,8:00:00
29489-254066,6:30:00
12215-33143,6:30:00
12162-22021,6:30:00
12428-90786,7:00:00
3607-145624,6:30:00
12197-33141,6:00:00
50683-275985,6:30:00
12365-77687,6:00:00
12015-10856,6:30:00
12202-23649,6:00:00
48671-264244,6:00:00
12685-104385,7:00:00
12211-34939,6:00:00
12158-22023,6:30:00
12153-17957,6:30:00
12139-15893,6:15:00
12419-87540,7:00:00
12371-78701,5:30:00
12546-95758,6:00:00
12971-292951,8:00:00
12972-140949,7:30:00
48307-262809,6:15:00
12205-34522,6:30:00
12063-10609,6:15:00
12436-92761,6:00:00
12507-94368,6:30:00
55134-288954,6:00:00
12362-75901,6:30:00
12004-10855,6:30:00
12025-10403,6:30:00
12073-11116,6:30:00
12013-10378,7:00:00
12204-33419,6:30:00
12079-11904,6:30:00
12151-19263,6:00:00
12398-85695,6:00:00
12027-10347,6:30:00
6145-149765,6:00:00
12698-105419,5:30:00
12541-95604,6:00:00
12421-88320,7:00:00
49059-266751,6:00:00
12104-11922,7:00:00
23662-229330,11:30:00
12437-92928,6:00:00
12360-75881,6:00:00
12509-94369,6:00:00
47373-254294,8:00:00
12929-283865,6:00:00
18676-194124,7:00:00
12935-140407,6:00:00
24288-237070,6:30:00
12114-12027,6:00:00
12110-11930,5:45:00
12849-139607,7:00:00
48106-261464,6:30:00
7059-150224,6:30:00
12892-137745,6:00:00
47900-256632,6:00:00
23663-220744,7:00:00
58129-288959,6:00:00
51399-267373,5:30:00
56614-290497,6:30:00
56423-290336,6:30:00
12265-46759,8:00:00
12085-11295,6:00:00
12318-47400,6:30:00
12038-10588,6:00:00
12119-11947,6:30:00
50727-276144,6:30:00
22890-225944,6:30:00
54820-288555,9:00:00
12186-32120,9:00:00
1171-140696,7:00:00
47901-260029,6:30:00
52187-277130,6:00:00
12179-24308,7:00:00
12527-95054,7:00:00
28003-249486,8:00:00
47944-260613,7:30:00
47935-260611,5:30:00
47856-260059,6:30:00
47945-260612,7:00:00
12514-94541,8:00:00
12778-139697,5:30:00
16018-161984,6:00:00
12115-12047,6:00:00
12312-65546,6:30:00
57992-292143,5:30:00
18422-239370,6:00:00
28565-250838,7:30:00
47857-260067,7:30:00
12953-140504,5:30:00
12229-35480,6:00:00
24391-237318,6:30:00
12044-10590,7:00:00
48984-265754,5:30:00
12752-140612,5:30:00
62490-296490,7:30:00
12313-43279,5:30:00
3191-230045,5:30:00
28682-250885,7:00:00
51953-280284,5:30:00
12264-106754,6:30:00
63598-298278,7:00:00
48269-262025,5:30:00
47854-260060,6:30:00
12711-105805,6:00:00
47336-238535,12:00:00
12565-96660,7:00:00
48985-263068,6:00:00
63732-298458,6:30:00
48213-255229,0:00:00
12083-11315,8:00:00
24321-237126,7:30:00
25369-237273,6:00:00
49582-270032,6:30:00
60369-294612,5:30:00
12377-285764,9:00:00
25409-240951,8:00:00
12088-11316,7:00:00
12582-97442,6:30:00
50163-273190,8:00:00
12671-104117,6:30:00
12157-22022,7:00:00
63814-298207,6:00:00
12625-224605,6:00:00
49006-266325,7:30:00
12326-210844,6:00:00
12081-11216,6:00:00
12747-140464,6:00:00
59920-293387,7:30:00
26723-245129,7:00:00
47767-259786,6:00:00
12737-140844,6:30:00
47773-259782,7:30:00
12898-137731,8:00:00
16025-157744,6:30:00
29850-255544,8:00:00
24136-236024,6:30:00
12768-140465,7:00:00
56550-290002,7:30:00
47860-260056,7:30:00
16936-176204,6:00:00
1158-138010,6:00:00
58732-292998,7:30:00
12294-55239,7:00:00
28691-250883,7:30:00
12575-96868,6:00:00
28685-250882,6:00:00
12289-227665,6:30:00
18950-196624,7:00:00
3188-143124,7:00:00
29617-254527,8:00:00
28681-250886,8:00:00
55435-288454,6:00:00
12257-54900,6:30:00
28564-250839,6:00:00
59928-294213,5:30:00
28561-250843,7:00:00
21345-211127,6:00:00
4160-147607,9:00:00
32245-134148,8:30:00
12240-33142,6:00:00
17831-186424,7:00:00
65021-299299,7:00:00
15291-154725,6:00:00
12595-98114,6:15:00
28720-250964,6:30:00
12296-47940,8:00:00
50403-267372,6:45:00
62053-295751,6:00:00
12594-98117,7:00:00
22106-217704,6:00:00
53719-285985,6:00:00
12138-15516,7:30:00
54475-286723,6:00:00
57733-291852,6:30:00
64824-299050,6:00:00
20729-208172,15:00:00
22021-216985,7:00:00
12323-68884,6:30:00
12359-75880,6:30:00
12052-10419,6:00:00
17300-176704,0:00:00
52098-280709,5:30:00
28689-250890,5:30:00
12293-139700,7:00:00
54174-278708,6:30:00
12380-80460,8:30:00
12192-23449,7:00:00
47770-259789,7:30:00
47765-259788,8:30:00
47768-259785,7:00:00
26741-245296,6:30:00
49975-238536,14:30:00
55155-288970,6:00:00
32727-140305,7:00:00
47766-259787,6:30:00
1134-152287,7:00:00
22412-220864,5:30:00
53734-276426,6:00:00
20848-208626,7:00:00
63857-298578,6:30:00
52068-280712,7:30:00
52081-280696,6:00:00
25511-241226,5:30:00
28833-251450,7:30:00
66005-300490,7:00:00
27635-248277,6:30:00
27637-248275,6:30:00
51610-278825,12:30:00
64822-299051,6:00:00
32725-140324,7:00:00
26742-245292,7:00:00
12170-17975,6:30:00
25240-240311,7:30:00
49637-267854,6:30:00
25245-240306,7:30:00
23586-231430,5:00:00
28835-251451,7:30:00
25242-240309,7:30:00
26937-246146,7:30:00
48595-260885,7:00:00
27645-248280,6:30:00
49166-265789,6:00:00
59929-293975,7:30:00
25239-240312,7:30:00
55975-289880,8:00:00
22033-217150,7:00:00
49798-271347,7:00:00
27644-248281,8:00:00
21324-211889,6:00:00
27636-248276,6:30:00
49476-266324,6:30:00
47473-255935,6:00:00
18414-190747,6:30:00
19233-199964,11:30:00
18517-192045,6:00:00
28569-250834,7:30:00
28562-250842,7:00:00
12913-137733,0:00:00
12515-94583,8:00:00
67102-301830,6:30:00
18363-190444,5:30:00
60746-294621,7:30:00
21873-214504,6:00:00
20671-207754,7:00:00
23485-230746,7:00:00
47859-260068,6:30:00
60383-294613,6:00:00
20256-204405,6:30:00
47785-259770,7:00:00
55012-276855,6:00:00
18787-193485,7:00:00
49598-263950,7:00:00
27394-246957,5:30:00
47790-259765,7:30:00
24178-236404,7:00:00
29983-256286,6:00:00
26202-242027,6:00:00
32724-140325,7:00:00
61484-295923,7:30:00
25828-242626,6:30:00
12601-98270,6:30:00
12277-56620,7:15:00
20726-208169,12:00:00
12131-15517,6:15:00
26829-245770,5:30:00
27634-248278,6:30:00
25198-240127,7:00:00
9138-152281,6:00:00
47771-259784,6:00:00
22367-220184,7:00:00
12901-137689,6:00:00
32316-134269,8:30:00
32556-138007,8:30:00
15494-158984,10:00:00
53707-278024,6:00:00
27632-248269,7:00:00
51955-280283,6:30:00
28834-251449,8:00:00
18150-188192,6:30:00
52080-280704,6:00:00
28414-250718,7:00:00
52865-283464,6:30:00
51032-276896,6:00:00
66672-301233,7:00:00
27631-248271,7:00:00
27640-248267,7:00:00
27629-248273,7:00:00
47133-256909,7:00:00
27630-248272,7:30:00
62809-296285,6:00:00
26989-246411,7:00:00
18415-190746,7:00:00
58765-292817,6:00:00
27639-248270,7:00:00
29997-254525,6:30:00
47775-259780,7:30:00
51149-277325,10:00:00
29451-253088,5:30:00
47777-259778,8:00:00
20727-273734,11:30:00
47776-259779,9:00:00
26888-245965,7:00:00
21328-211887,6:30:00
27844-248886,5:30:00
28923-250965,7:00:00
62050-293670,7:00:00
53317-284688,6:30:00
52092-280705,6:30:00
21706-239145,4:00:00
55128-288945,6:00:00
26113-243607,8:00:00
14945-154366,5:30:00
3899-165164,5:30:00
17511-182524,7:00:00
47164-256968,6:00:00
28926-250717,6:00:00
56144-285855,6:00:00
26351-244305,7:30:00
26726-245125,6:00:00
18967-193486,7:00:00
23094-227644,7:00:00
60497-293970,7:30:00
18936-196184,4:00:00
18670-194104,9:00:00
24323-237124,7:30:00
12310-237068,6:30:00
28289-250624,7:30:00
47869-260051,7:00:00
51291-277045,6:00:00
63748-297858,6:00:00
54706-282878,6:00:00
53613-285852,7:00:00
16909-170231,6:00:00
18158-188191,6:30:00
49274-267858,6:30:00
23026-222425,6:30:00
75138-289907,10:00:00
76724-101396,8:00:00
14111-241751,4:30:00
8844-94170,5:30:00
19053-197086,8:00:00
19846-200144,6:00:00
23005-211224,5:30:00
7736-59399,7:00:00
2953-93286,6:00:00
75353-102275,8:00:00
76172-88880,8:00:00
6804-80900,5:00:00
49578-267875,6:00:00
62694-295292,5:00:00
50964-261247,6:00:00
5252-734,5:30:00
74289-76581,5:00:00
10804-100724,4:30:00
23686-232505,8:00:00
5930-44940,5:00:00
6717-231727,4:30:00
74779-99552,6:00:00
19843-202664,4:30:00
49205-264685,5:00:00
3422-93760,5:00:00
25970-92950,6:00:00
48921-263692,5:00:00
19585-197866,6:00:00
79748-124164,6:00:00
76642-99348,7:00:00
10041-98917,4:30:00
20181-203487,6:00:00
74243-62599,6:00:00
47153-254731,4:30:00
25027-92923,6:00:00
6890-242128,4:30:00
49307-256341,5:00:00
20343-204765,7:00:00
2621-262467,5:00:00
76317-95728,8:00:00
19163-192764,5:30:00
48068-254165,7:00:00
7993-95383,5:30:00
55109-220144,7:00:00
48504-263284,6:00:00
29954-253364,6:00:00
17119-177165,4:00:00
23302-228827,4:00:00
52540-281874,4:00:00
20859-197427,7:30:00
76928-129165,8:00:00
21366-210026,5:00:00
2432-16155,5:00:00
63261-297219,5:00:00
61020-295406,6:00:00
17279-176888,8:00:00
57462-291548,5:00:00
19825-162244,6:00:00
59340-289170,5:30:00
49046-265274,6:00:00
26662-242347,6:00:00
72675-64265,8:00:00
9655-97361,5:00:00
61290-295395,6:00:00
79440-106729,6:00:00
2416-255359,5:00:00
72729-59259,6:00:00
54504-285808,5:00:00
59585-291909,5:30:00
528-472,5:30:00
26986-135333,6:00:00
24500-237076,5:00:00
73277-27188,6:00:00
29314-251304,5:00:00
59796-290910,8:00:00
11082-102939,5:00:00
6515-263695,5:00:00
28265-237406,6:00:00
